SaleAmount_2024,Total Enrollment
263714,26149
115188,17606
205241,16531
522115,22071
180289,21133
189988,19711
300599,23907
201469,12351
205187,19711
300286,16889
873870,22534
211777,23883
411975,19789
350756,23883
478612,22813
487000,26470
308555,15529
219156,24355
700000,26470
337683,26149
254024,20448
168329,21133
438605,24355
475000,26470
232541,15179
452366,22534
160990,19789
655980,23732
294944,21446
73100,24355
185988,19789
220091,22071
222227,24355
119352,17168
139979,21133
186648,15529
373631,21691
331303,23732
74263,17168
66445,21133
211328,20810
313327,22813
157553,16531
549442,17034
202227,17444
183934,25018
545989,23883
812097,12907
166804,9011
490141,23898
352427,24391
636581,21536
244894,16889
498036,22371
208800,20448
249859,24639
315351,25018
530951,24639
173272,19867
457465,23898
218626,24639
350518,23732
187874,23907
228848,12907
1286895,25944
413243,15529
264897,19711
510254,19711
374789,24639
72711,25642
238842,19711
271589,22371
264934,17606
196703,15529
146201,24355
481642,23907
221124,22813
276912,20810
351595,23898
371779,24639
203381,15903
152751,20448
413364,24360
137664,23898
114359,23883
259141,21446
231529,17606
254491,25642
118683,24639
174055,24391
782942,22534
503433,25944
130442,20262
368542,24639
156949,16531
385797,22813
286515,15529
225158,20448
248572,20794
838879,22371
128484,9011
614863,23907
640824,23907
483533,25642
436004,24639
198299,16379
301721,21536
306728,22813
568274,23464
207004,15903
120448,23883
765101,22813
412895,23898
219847,20262
173530,21691
219986,19789
187294,17444
147245,25018
275093,25642
263821,19867
303707,25944
555692,26026
157378,17034
467846,24355
173703,19711
49345,8597
1714593,17034
85794,16985
222218,19724
592218,25018
392216,9011
165341,23898
228925,23464
290601,21691
23365,20025
65354,23464
30304,15529
357476,16985
265756,17444
131581,24355
425489,22813
328255,23883
247360,24639
557446,26149
363716,20448
209127,23898
254391,24355
125432,23907
288108,17662
208259,16531
155636,22371
287927,22371
240168,20448
463077,26026
416740,23907
948608,22534
1393643,25642
264851,24297
287582,19789
874622,16889
1186832,24639
432526,21536
416913,17034
263296,20025
363411,26149
163490,16379
499999,26470
84197,20025
125659,17606
370309,21691
156267,16179
254692,26026
372096,21133
255948,20448
221963,17662
99270,23883
276218,16446
498485,26149
1398082,25944
723235,26026
229056,17444
428804,26149
1114820,24391
636581,21536
292361,21133
155790,19789
292361,21133
338588,13732
557186,24639
232626,26149
223961,23732
506452,22071
601490,24360
812097,12907
557410,24391
489776,24355
92804,17444
186319,16179
301000,26470
201993,23464
264032,21691
172169,24639
204114,17606
545023,26026
373527,22371
64138,16889
134662,23464
235593,25018
272176,22534
87440,22813
462757,25018
491430,24360
648567,26149
305975,15179
357052,22534
215875,21691
415924,24360
128471,25018
166178,16889
539689,21691
405192,26026
358051,26149
725000,26470
613523,25018
145770,16889
376372,21536
261638,26026
294152,22371
370000,26470
200085,16420
333296,23898
510303,21133
173645,19789
337080,20794
101837,20794
403097,22371
114995,21133
265227,17168
159405,7873
369977,19789
203767,21133
805080,26149
411721,20025
236649,17444
905740,24639
177188,21133
134253,20262
180357,20810
239113,23907
152990,19789
875000,26470
312371,23883
167425,20448
181793,23464
348403,26149
245409,25018
122865,17034
120239,23907
37577,16531
398428,22371
151570,16985
328306,23464
222557,19711
417196,25018
263821,19867
209310,23898
122084,21536
366155,22813
241013,19711
316376,17444
147201,17168
190177,16985
264862,21691
505662,22371
170969,16452
25654,9735
176317,15529
699138,23898
322355,25642
19490,21133
247033,20025
119974,25642
160571,20025
287305,22534
234979,8597
1838759,25018
102724,20025
570187,24355
270286,24360
244832,22813
577954,21446
194907,21133
875435,17606
504396,24355
213984,20262
324257,22813
292386,21446
295730,19711
243375,22813
509969,19789
313751,22813
94387,20262
527555,22813
209506,20810
575130,22071
202223,16531
200383,22813
170807,15529
244806,20794
552621,26149
362191,16531
192142,22534
463037,24297
329942,26026
181997,20810
725000,26470
412772,17034
433597,22071
314357,23883
202327,22371
211810,22534
415340,22813
160139,17034
309722,23464
391736,24360
154268,19867
501217,15179
130901,16889
242436,15529
263821,19867
299714,24355
224785,24355
580923,24639
288356,25018
285061,19867
166447,17662
6133,16379
524704,24639
505817,22371
146479,16379
456461,25018
159267,20262
258884,21691
375204,26149
135815,9735
334047,17606
428722,24360
272780,21446
153512,24355
179446,20810
241866,15179
259405,22813
127855,12351
360387,24355
356049,24639
26522,17168
499000,26470
281730,21133
427294,21536
495369,23898
208595,20810
162077,26026
154427,25944
142853,17662
209127,23898
149857,24355
412033,25642
189501,16889
185186,19867
126790,15903
200694,12351
235787,17168
689897,22534
278633,10852
178863,26026
182241,26149
511463,21446
173897,21446
152378,19724
589492,22813
367394,22813
112024,9735
335443,19724
218395,23883
299313,23898
659080,24360
159487,20810
401966,23464
1151078,21536
150066,22813
182179,20810
100907,9735
451957,25944
126730,17034
173198,20448
1082598,21446
118957,17444
251485,23883
857609,26149
262174,22813
250992,15903
675077,24360
410000,26470
1058887,23883
454457,22371
494145,22371
240081,16985
915751,17606
404961,17444
107317,19867
177627,23907
298753,22813
488001,24297
461444,22534
130242,16420
357694,24360
241189,22813
250465,23732
257282,26149
101993,19789
137990,16420
221124,22813
661882,22071
186460,20810
298684,26026
571022,25642
164515,17444
151050,16464
307024,24355
630020,16379
186499,15179
223169,20810
368262,26026
207109,17606
90425,23907
426909,24355
150352,9735
539485,26026
251274,23907
312324,24639
165163,16179
416519,16531
241460,16531
81640,19711
165869,16985
365626,23732
208800,20448
291304,20810
139205,17444
205159,23883
226137,10852
390805,23732
176072,20794
292257,24355
383539,24297
403986,23464
353763,26149
276057,23464
119992,19789
823438,23898
136985,16985
588982,25018
104234,17168
196646,16464
413466,23732
261608,21536
148244,23883
286659,16379
636837,25018
335807,17168
324677,23732
114693,16531
294775,22371
370461,26026
229306,21446
120579,16531
385578,23898
297766,24297
222500,26470
31211,17662
258755,15903
494117,24391
436791,23883
204726,16446
209082,21133
101618,20262
285245,16464
227274,23732
199503,25018
199527,16452
310478,16420
340959,17606
930000,26470
360528,24360
337890,17444
404129,20448
127992,19789
216870,19867
434744,21446
425708,21446
1441322,25944
191288,20810
278890,22071
497413,26149
488346,24297
377600,24391
154416,20794
97453,21133
311076,23898
201330,16985
533398,23732
514050,16452
209511,9735
323369,21133
599662,24639
188902,19711
277305,21536
1524414,21691
356403,12907
95994,19789
187394,24639
369155,22534
723482,25642
311074,24639
261477,9011
290580,12351
201449,16379
105117,20810
368409,23732
343574,24355
450027,23883
370320,23464
212766,23464
251474,24360
351155,23907
271668,23732
511095,22071
177989,19789
196881,16379
723482,25642
221124,22813
115188,17606
315674,21536
374249,25018
780763,22071
295553,22371
204911,26026
163168,24639
365319,23898
395759,23883
312872,24355
128448,17662
979439,22813
812097,12907
326906,17606
245708,16379
417348,26026
228641,20262
843915,21446
426647,22534
340419,21691
134991,19789
231179,19867
698399,19724
159629,21133
249633,22534
170337,20810
147991,19789
371132,24360
281745,13732
188902,19711
229129,23732
145325,19867
256720,16446
303632,21691
326373,15179
125362,16889
326560,23907
862371,22534
446645,25018
334725,24297
149796,19867
499116,22534
496954,23732
218858,17606
385797,22534
244520,21133
257326,20025
133968,19711
244385,19789
194356,21446
247943,10852
254140,20810
302455,17444
320694,16889
236632,21691
152503,22534
172848,20262
338021,20794
412875,20794
639883,24360
340734,19724
270365,19724
496650,26026
330043,15529
482466,24355
217862,22534
210072,23464
263449,20794
84654,19724
137024,16889
207224,17606
402808,24355
238798,20025
183245,17444
427403,22534
381153,22371
334635,23464
326628,24639
225411,9011
235842,26149
145561,20810
181148,24639
218395,23883
302229,24297
306788,26026
257282,26149
177627,23907
320363,17034
268355,23732
232681,17606
107127,17034
491461,17034
217735,22371
198322,26149
548958,23898
39113,20025
414691,23907
282745,22071
97319,20262
365419,24639
201219,19867
107342,23732
270228,20794
445036,21691
296597,24297
209820,17444
470895,21536
693458,26026
433557,22813
283624,16464
268991,12907
239113,23907
214834,17168
337438,25018
323813,21691
596050,22813
482316,22371
136008,23464
131908,20262
444341,22813
488207,22813
462693,23898
209264,17168
263976,14382
70875,21133
295826,23883
148180,20448
299782,19789
105093,20448
167807,16179
207076,17034
185274,20025
26735,16420
258120,21536
450046,17034
172040,16531
191837,24360
338131,7873
148244,21536
445928,24391
179581,9735
26761,20025
293203,23732
521495,25018
323069,19867
249984,19789
555916,23883
124245,17034
226778,17444
248838,23883
373014,23464
230564,20025
412873,22071
167192,19724
158727,19724
159415,21691
477076,23732
812097,12907
145423,25642
581694,25642
24152,7873
170487,21446
440277,17168
92000,20810
410163,21691
372507,23898
369636,22371
31881,7873
388934,22371
144970,19724
429466,25018
742401,23898
154188,23464
424273,25642
352427,24391
369738,17662
306144,9735
348637,21536
474194,24297
174766,13732
205906,16985
316456,23464
471717,22371
81796,21536
307024,24355
184057,25018
183290,20794
205798,21536
463282,25944
263976,14382
559065,22071
175060,23464
981905,24391
463077,26026
772181,26026
18831,20794
153380,25018
213979,17034
328036,19724
358057,17168
387827,26026
109993,19789
226727,21536
188909,17606
377054,23464
85656,9011
284576,23883
657908,24355
627876,20025
589606,26149
394388,21691
114024,19867
280964,21446
426443,22371
224785,24355
227925,23883
536005,26149
707527,26149
93589,16446
204078,16889
204350,16179
218858,17606
453123,22534
434000,26470
342977,24360
227228,22371
154188,23464
329359,20794
248569,24391
489871,21691
132348,17168
317454,19724
157837,21536
198328,16985
514780,21691
256984,19789
184837,9011
946812,25944
270118,16464
424678,21536
196056,23898
141653,17662
607789,26026
475408,16464
303332,23907
52909,19724
93423,24360
173714,23464
593992,25018
310412,22813
383000,26470
214298,14382
281091,24639
177786,14382
718643,22534
302989,23464
120989,16889
346846,22813
154295,21133
225044,21446
459126,22371
216555,17606
324187,19867
262613,12907
215535,20448
330766,14382
170778,15903
368974,23464
158706,22534
220332,16531
628560,24360
191988,19789
360625,23464
298753,22813
124525,17444
309903,21133
72305,20262
167192,19724
644199,25018
252179,20025
209529,17168
89292,8597
317382,24360
225122,26149
151856,17034
377779,13732
236740,20025
567349,22534
174989,19789
474426,23732
692474,19789
235922,20810
271208,12351
227798,24360
181519,16464
29388,16464
245708,16379
191848,16179
143367,16531
204536,24355
386680,23907
115930,7873
391216,25944
237274,20794
357047,22813
181717,10852
172043,20448
958835,24639
284516,24297
173198,20448
245945,23907
291996,22534
235193,22071
327336,21446
601659,20794
35747,16985
10813,14382
505817,22371
441790,22071
338212,24297
288003,24297
334598,16985
486231,26026
419316,24391
344451,21536
334323,16452
302989,23464
211313,22813
226118,23898
243115,26026
314550,21446
347868,23732
160317,20810
279423,23464
183680,16464
74994,21536
217334,16420
449254,17444
198403,22071
506157,25018
162890,20794
267662,9735
544726,22371
204585,21446
19658,17606
141979,21691
120488,22071
1067531,25018
233986,21691
168999,21536
277007,20262
167823,17662
160428,15903
619227,20810
337310,24639
125014,16179
117712,16531
181740,20262
224873,24639
464281,22071
106091,17168
202462,25018
183498,17444
215139,16452
133909,17034
254222,20794
259797,20448
316362,19867
369120,19711
135409,17444
120520,20794
660261,24391
520962,26026
252911,16889
199328,20262
489666,23732
78412,17034
455604,26149
153834,16420
151074,23732
340955,19867
701668,25642
18032,9011
97318,21536
284570,13732
1210346,22534
501361,22371
177893,21536
161984,17444
324187,19867
284787,25642
229408,16420
573952,24391
211838,13732
334156,21446
419917,17662
386153,20810
164001,22534
349422,24355
659638,22534
105528,16379
123634,20810
153941,20810
460142,25018
123659,7873
30832,19711
858933,25018
230215,21536
461462,24639
325660,24297
227925,23883
268598,24639
812097,12907
390000,26470
127976,24360
182706,16379
265299,17662
187298,19724
347229,24355
361046,24639
648997,23898
704957,19789
81479,19724
689757,23898
302844,25642
294491,25018
238123,22371
464963,21691
135088,26026
200305,20262
248384,20794
372412,24360
569973,17168
259922,17168
331286,21691
226369,16531
436270,25642
497345,19724
188965,22534
210452,22071
225902,20810
493536,23464
383692,21536
150864,20262
539713,23907
120045,17662
284203,23907
30879,20025
138652,17662
1450000,26470
336501,19724
144263,9011
197071,24391
398648,23898
223959,24360
214782,24297
12827,9735
221472,19711
293270,25642
226727,21536
176989,19789
213721,24360
530148,22071
339831,23898
430561,23732
1524414,21691
472295,16889
189006,16379
167093,17168
250515,16531
498036,22371
530951,24639
177832,20262
150143,16889
312324,24639
430576,16446
288124,21446
226900,19711
467842,23907
264611,22534
329377,20025
315510,21691
505817,22371
292579,17606
633916,23898
194512,19867
1132467,25944
426132,20025
117251,20262
251353,23883
335008,21446
200298,20794
201606,16379
288700,24297
287999,20025
239123,21691
196832,24391
248215,17034
201100,10852
506525,25018
643387,24639
96590,14382
1325559,26026
118516,19724
192155,23732
214402,26149
136634,20448
689902,24355
728995,21691
319943,20794
242323,19724
308797,23907
782432,25944
375707,23464
114870,20794
307554,17606
946684,19711
265799,20810
230747,17168
225860,24639
438645,23732
147991,19789
212626,21133
419012,20810
254491,25642
374789,24639
301043,21133
174924,14382
115887,16889
285483,23464
215771,24391
514565,26149
347308,26026
123515,23898
249514,20794
179012,21446
1237458,26026
104850,21446
117291,16420
162198,20262
417927,26026
380920,25944
126550,17444
478884,9735
328231,21536
168061,20262
357055,24360
1038435,23907
488141,24297
382038,26026
109450,13732
175720,25642
267157,14382
180000,26470
252908,22371
561481,26026
86948,21446
373631,21691
178542,17606
994699,20810
327740,20810
403351,17662
348469,22371
132548,21536
110662,20794
152651,16420
342472,13732
32792,20810
252754,24360
589606,26149
208308,13732
478724,25944
261608,21536
178861,19867
1313214,26149
146331,19867
173944,17034
279766,25018
468465,22371
386329,24297
849579,23898
202670,20025
600326,26149
614505,23898
369740,21536
619658,25018
1100000,26470
815068,21133
459116,24639
846889,26149
351808,24360
450478,24360
198744,17662
179789,19789
311048,23883
281091,24639
689375,22534
268287,17444
282220,25018
202581,19711
411125,24360
188311,17168
112362,17662
359437,23898
1322919,24639
262480,10852
434846,21691
293124,19711
1876317,20448
574914,22534
199488,23907
154813,19711
173198,20448
391216,25944
400707,24355
972726,22371
